slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,stem_width,cap_type_bin_3,stem_type_bin_3,cap_roundness_zone,stem_width_zone,cap_value_range_3,stem_value_range_3,cap_heatmap_bin_9,stem_heatmap_bin_9,type_id_within_color_1to9,global_type_id_1to72,is_noisy_type,noise_type,noise_alpha,gaussian_noise_mean,gaussian_noise_std,gaussian_noise_value,assigned_value_original,assigned_value_pre_noise,assigned_value_bin_anchor,assigned_value_nk_raw,assigned_value_nk_clipped,nk_cap_weight_bin1,nk_cap_weight_bin2,nk_cap_weight_bin3,nk_stem_weight_bin1,nk_stem_weight_bin2,nk_stem_weight_bin3,assigned_value_mixed_raw,assigned_value_mixed_clipped,assigned_value,reward_range_3,noise_delta,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,spot_radius,scale,have_ring,ring_position,have_pattern,pattern_type,pattern_label,external,in_neutral_rectangle
white-stem13-cap0p627-n1-a0p25-+1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem13-cap0p627-n1-a0p25-+1-r1-bottom-p0.png,images_balanced/white-stem13-cap0p627-n1-a0p25-+1-r1-bottom-p0.png,images_balanced/white-stem13-cap0p627-n1-a0p25-+1-r1-bottom-p0.png,white,"(255, 255, 255)",0.627,13,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,2.771752,1,1,-2,0.137901,0.137901,0.523101,0.426304,0.050594,0.00944,0.046615,0.943945,0.796363,0.796363,1,middle,0,0.248,22,14,2,8,2,16,True,bottom,False,0,none,True,False
white-stem14-cap0p627-n1-a0p25-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem14-cap0p627-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem14-cap0p627-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem14-cap0p627-n1-a0p25-+2-r0-none-p1.png,white,"(255, 255, 255)",0.627,14,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,8.396335,1,1,-2,0.008783,0.008783,0.523101,0.426304,0.050594,0.0,0.0,1.0,2.105671,2.105671,2,middle,1,0.249,22,14,2,8,2,16,False,none,True,1,spots,True,False
white-stem03-cap0p658-n1-a0p25-+3-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem03-cap0p658-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem03-cap0p658-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem03-cap0p658-n1-a0p25-+3-r1-bottom-p0.png,white,"(255, 255, 255)",0.658,3,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,1.05578,4,4,2,3.78979,3.78979,0.456583,0.490237,0.05318,1.0,0.0,0.0,3.106288,3.106288,3,middle,-1,0.25,22,14,2,8,2,16,True,bottom,False,0,none,True,False
white-stem04-cap0p658-n1-a0p25-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem04-cap0p658-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem04-cap0p658-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem04-cap0p658-n1-a0p25-+1-r0-none-p0.png,white,"(255, 255, 255)",0.658,4,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,-7.409443,4,4,2,3.682234,3.682234,0.456583,0.490237,0.05318,0.943945,0.046615,0.00944,0.909315,0.909315,1,middle,-3,0.252,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem05-cap0p658-n1-a0p25-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem05-cap0p658-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem05-cap0p658-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem05-cap0p658-n1-a0p25-+1-r0-none-p0.png,white,"(255, 255, 255)",0.658,5,1,1,low,low,low,low,3,2,1,10,True,1,0.25,0.0,5.0,-7.778134,3,3,2,3.284918,3.284918,0.456583,0.490237,0.05318,0.726789,0.23732,0.035891,0.519155,0.519155,1,middle,-2,0.253,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem06-cap0p658-n1-a0p25-+2-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem06-cap0p658-n1-a0p25-+2-r1-bottom-p2.png,images_balanced/white-stem06-cap0p658-n1-a0p25-+2-r1-bottom-p2.png,images_balanced/white-stem06-cap0p658-n1-a0p25-+2-r1-bottom-p2.png,white,"(255, 255, 255)",0.658,6,1,1,low,low,low,low,3,3,1,10,True,1,0.25,0.0,5.0,-1.634839,3,3,2,2.707626,2.707626,0.456583,0.490237,0.05318,0.387503,0.558004,0.054493,1.62201,1.62201,2,middle,-1,0.255,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
white-stem07-cap0p658-n1-a0p25-+3-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem07-cap0p658-n1-a0p25-+3-r1-top-p2.png,images_balanced/white-stem07-cap0p658-n1-a0p25-+3-r1-top-p2.png,images_balanced/white-stem07-cap0p658-n1-a0p25-+3-r1-top-p2.png,white,"(255, 255, 255)",0.658,7,1,2,low,middle,low,middle,3,4,2,11,True,1,0.25,0.0,5.0,4.844932,2,2,1,2.308379,2.308379,0.456583,0.490237,0.05318,0.118517,0.842784,0.038699,2.942517,2.942517,3,middle,1,0.256,22,14,2,8,2,16,True,top,True,2,stripes,True,False
white-stem08-cap0p658-n1-a0p25-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem08-cap0p658-n1-a0p25-+3-r0-none-p0.png,images_balanced/white-stem08-cap0p658-n1-a0p25-+3-r0-none-p0.png,images_balanced/white-stem08-cap0p658-n1-a0p25-+3-r0-none-p0.png,white,"(255, 255, 255)",0.658,8,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,4.150882,2,2,1,2.195829,2.195829,0.456583,0.490237,0.05318,0.009834,0.983338,0.006829,2.684592,2.684592,3,middle,1,0.257,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem09-cap0p658-n1-a0p25-+3-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem09-cap0p658-n1-a0p25-+3-r1-top-p2.png,images_balanced/white-stem09-cap0p658-n1-a0p25-+3-r1-top-p2.png,images_balanced/white-stem09-cap0p658-n1-a0p25-+3-r1-top-p2.png,white,"(255, 255, 255)",0.658,9,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,6.318785,2,2,1,2.185283,2.185283,0.456583,0.490237,0.05318,0.006829,0.983338,0.009834,3.218659,3.218659,3,middle,1,0.259,22,14,2,8,2,16,True,top,True,2,stripes,True,False
white-stem10-cap0p658-n1-a0p25-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem10-cap0p658-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem10-cap0p658-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem10-cap0p658-n1-a0p25-+2-r0-none-p1.png,white,"(255, 255, 255)",0.658,10,1,2,low,middle,low,middle,3,6,2,11,True,1,0.25,0.0,5.0,1.874787,2,2,1,2.028238,2.028238,0.456583,0.490237,0.05318,0.038699,0.842784,0.118517,1.989875,1.989875,2,middle,0,0.26,22,14,2,8,2,16,False,none,True,1,spots,True,False
white-stem11-cap0p658-n1-a0p25-+1-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem11-cap0p658-n1-a0p25-+1-r1-bottom-p2.png,images_balanced/white-stem11-cap0p658-n1-a0p25-+1-r1-bottom-p2.png,images_balanced/white-stem11-cap0p658-n1-a0p25-+1-r1-bottom-p2.png,white,"(255, 255, 255)",0.658,11,1,3,low,high,low,high,3,7,3,12,True,1,0.25,0.0,5.0,0.720783,2,2,-2,1.538839,1.538839,0.456583,0.490237,0.05318,0.054493,0.558004,0.387503,1.334325,1.334325,1,middle,-1,0.261,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
white-stem12-cap0p658-n1-a0p25--1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem12-cap0p658-n1-a0p25--1-r1-middle-p0.png,images_balanced/white-stem12-cap0p658-n1-a0p25--1-r1-middle-p0.png,images_balanced/white-stem12-cap0p658-n1-a0p25--1-r1-middle-p0.png,white,"(255, 255, 255)",0.658,12,1,3,low,high,low,high,3,8,3,12,True,1,0.25,0.0,5.0,-2.895916,1,1,-2,0.860028,0.860028,0.456583,0.490237,0.05318,0.035891,0.23732,0.726789,-0.078958,-0.078958,-1,middle,-2,0.263,22,14,2,8,2,16,True,middle,False,0,none,True,False
white-stem13-cap0p658-n1-a0p25--1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem13-cap0p658-n1-a0p25--1-r0-none-p2.png,images_balanced/white-stem13-cap0p658-n1-a0p25--1-r0-none-p2.png,images_balanced/white-stem13-cap0p658-n1-a0p25--1-r0-none-p2.png,white,"(255, 255, 255)",0.658,13,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,-3.151194,1,1,-2,0.40234,0.40234,0.456583,0.490237,0.05318,0.00944,0.046615,0.943945,-0.486043,-0.486043,-1,middle,-2,0.264,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem14-cap0p658-n1-a0p25--1-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem14-cap0p658-n1-a0p25--1-r1-top-p2.png,images_balanced/white-stem14-cap0p658-n1-a0p25--1-r1-top-p2.png,images_balanced/white-stem14-cap0p658-n1-a0p25--1-r1-top-p2.png,white,"(255, 255, 255)",0.658,14,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,-6.833558,1,1,-2,0.280027,0.280027,0.456583,0.490237,0.05318,0.0,0.0,1.0,-1.498369,-1.498369,-1,middle,-2,0.266,22,14,2,8,2,16,True,top,True,2,stripes,True,False
white-stem03-cap0p688-n1-a0p25-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem03-cap0p688-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem03-cap0p688-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem03-cap0p688-n1-a0p25-+2-r0-none-p1.png,white,"(255, 255, 255)",0.688,3,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,-2.447271,4,4,2,3.982824,3.982824,0.393498,0.552062,0.05444,1.0,0.0,0.0,2.3753,2.3753,2,middle,-2,0.267,22,14,2,8,2,16,False,none,True,1,spots,True,False
white-stem04-cap0p688-n1-a0p25-+3-r1-bottom-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem04-cap0p688-n1-a0p25-+3-r1-bottom-p1.png,images_balanced/white-stem04-cap0p688-n1-a0p25-+3-r1-bottom-p1.png,images_balanced/white-stem04-cap0p688-n1-a0p25-+3-r1-bottom-p1.png,white,"(255, 255, 255)",0.688,4,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,-0.757788,4,4,2,3.872852,3.872852,0.393498,0.552062,0.05444,0.943945,0.046615,0.00944,2.715192,2.715192,3,middle,-1,0.268,22,14,2,8,2,16,True,bottom,True,1,spots,True,False
white-stem05-cap0p688-n1-a0p25-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem05-cap0p688-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem05-cap0p688-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem05-cap0p688-n1-a0p25-+1-r0-none-p0.png,white,"(255, 255, 255)",0.688,5,1,1,low,low,low,low,3,2,1,10,True,1,0.25,0.0,5.0,-10.378692,3,3,2,3.4649,3.4649,0.393498,0.552062,0.05444,0.726789,0.23732,0.035891,0.004002,0.004002,1,middle,-2,0.27,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem06-cap0p688-n1-a0p25-+3-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem06-cap0p688-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem06-cap0p688-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem06-cap0p688-n1-a0p25-+3-r0-none-p2.png,white,"(255, 255, 255)",0.688,6,1,1,low,low,low,low,3,3,1,10,True,1,0.25,0.0,5.0,5.202386,3,3,2,2.868124,2.868124,0.393498,0.552062,0.05444,0.387503,0.558004,0.054493,3.45169,3.45169,3,middle,0,0.271,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem07-cap0p688-n1-a0p25-+2-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem07-cap0p688-n1-a0p25-+2-r0-none-p2.png,images_balanced/white-stem07-cap0p688-n1-a0p25-+2-r0-none-p2.png,images_balanced/white-stem07-cap0p688-n1-a0p25-+2-r0-none-p2.png,white,"(255, 255, 255)",0.688,7,1,2,low,middle,low,middle,3,4,2,11,True,1,0.25,0.0,5.0,1.902313,2,2,1,2.449577,2.449577,0.393498,0.552062,0.05444,0.118517,0.842784,0.038699,2.312761,2.312761,2,middle,0,0.273,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem08-cap0p688-n1-a0p25-+3-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem08-cap0p688-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem08-cap0p688-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem08-cap0p688-n1-a0p25-+3-r1-bottom-p0.png,white,"(255, 255, 255)",0.688,8,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,5.425068,2,2,1,2.326013,2.326013,0.393498,0.552062,0.05444,0.009834,0.983338,0.006829,3.100776,3.100776,3,middle,1,0.274,22,14,2,8,2,16,True,bottom,False,0,none,True,False
white-stem09-cap0p688-n1-a0p25--1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem09-cap0p688-n1-a0p25--1-r0-none-p0.png,images_balanced/white-stem09-cap0p688-n1-a0p25--1-r0-none-p0.png,images_balanced/white-stem09-cap0p688-n1-a0p25--1-r0-none-p0.png,white,"(255, 255, 255)",0.688,9,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,-6.948682,2,2,1,2.315653,2.315653,0.393498,0.552062,0.05444,0.006829,0.983338,0.009834,-0.000431,-0.000431,-1,middle,-3,0.275,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem10-cap0p688-n1-a0p25-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem10-cap0p688-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem10-cap0p688-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem10-cap0p688-n1-a0p25-+1-r0-none-p0.png,white,"(255, 255, 255)",0.688,10,1,2,low,middle,low,middle,3,6,2,11,True,1,0.25,0.0,5.0,-0.951729,2,2,1,2.174371,2.174371,0.393498,0.552062,0.05444,0.038699,0.842784,0.118517,1.392846,1.392846,1,middle,-1,0.277,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem11-cap0p688-n1-a0p25--1-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem11-cap0p688-n1-a0p25--1-r1-top-p0.png,images_balanced/white-stem11-cap0p688-n1-a0p25--1-r1-top-p0.png,images_balanced/white-stem11-cap0p688-n1-a0p25--1-r1-top-p0.png,white,"(255, 255, 255)",0.688,11,1,3,low,high,low,high,3,7,3,12,True,1,0.25,0.0,5.0,-6.359964,2,2,-2,1.719925,1.719925,0.393498,0.552062,0.05444,0.054493,0.558004,0.387503,-0.300047,-0.300047,-1,middle,-3,0.278,22,14,2,8,2,16,True,top,False,0,none,True,False
white-stem12-cap0p688-n1-a0p25-+1-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem12-cap0p688-n1-a0p25-+1-r0-none-p1.png,images_balanced/white-stem12-cap0p688-n1-a0p25-+1-r0-none-p1.png,images_balanced/white-stem12-cap0p688-n1-a0p25-+1-r0-none-p1.png,white,"(255, 255, 255)",0.688,12,1,3,low,high,low,high,3,8,3,12,True,1,0.25,0.0,5.0,-3.228417,1,1,-2,1.082725,1.082725,0.393498,0.552062,0.05444,0.035891,0.23732,0.726789,0.00494,0.00494,1,middle,0,0.28,22,14,2,8,2,16,False,none,True,1,spots,True,False
white-stem13-cap0p688-n1-a0p25-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem13-cap0p688-n1-a0p25-+1-r0-none-p2.png,images_balanced/white-stem13-cap0p688-n1-a0p25-+1-r0-none-p2.png,images_balanced/white-stem13-cap0p688-n1-a0p25-+1-r0-none-p2.png,white,"(255, 255, 255)",0.688,13,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,-0.992461,1,1,-2,0.650734,0.650734,0.393498,0.552062,0.05444,0.00944,0.046615,0.943945,0.239935,0.239935,1,middle,0,0.281,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem14-cap0p688-n1-a0p25-+1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem14-cap0p688-n1-a0p25-+1-r1-bottom-p0.png,images_balanced/white-stem14-cap0p688-n1-a0p25-+1-r1-bottom-p0.png,images_balanced/white-stem14-cap0p688-n1-a0p25-+1-r1-bottom-p0.png,white,"(255, 255, 255)",0.688,14,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,0.817379,1,1,-2,0.534886,0.534886,0.393498,0.552062,0.05444,0.0,0.0,1.0,0.605509,0.605509,1,middle,0,0.282,22,14,2,8,2,16,True,bottom,False,0,none,True,False
white-stem03-cap0p719-n1-a0p25-+3-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem03-cap0p719-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem03-cap0p719-n1-a0p25-+3-r1-bottom-p0.png,images_balanced/white-stem03-cap0p719-n1-a0p25-+3-r1-bottom-p0.png,white,"(255, 255, 255)",0.719,3,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,-1.109148,4,4,2,4.169615,4.169615,0.331153,0.614488,0.054358,1.0,0.0,0.0,2.849924,2.849924,3,middle,-1,0.284,22,14,2,8,2,16,True,bottom,False,0,none,True,False
white-stem04-cap0p719-n1-a0p25-+3-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem04-cap0p719-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem04-cap0p719-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem04-cap0p719-n1-a0p25-+3-r0-none-p2.png,white,"(255, 255, 255)",0.719,4,1,1,low,low,low,low,3,1,1,10,True,1,0.25,0.0,5.0,-0.575587,4,4,2,4.05733,4.05733,0.331153,0.614488,0.054358,0.943945,0.046615,0.00944,2.899101,2.899101,3,middle,-1,0.285,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem05-cap0p719-n1-a0p25-+2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem05-cap0p719-n1-a0p25-+2-r0-none-p0.png,images_balanced/white-stem05-cap0p719-n1-a0p25-+2-r0-none-p0.png,images_balanced/white-stem05-cap0p719-n1-a0p25-+2-r0-none-p0.png,white,"(255, 255, 255)",0.719,5,1,1,low,low,low,low,3,2,1,10,True,1,0.25,0.0,5.0,-2.586591,4,4,2,3.639155,3.639155,0.331153,0.614488,0.054358,0.726789,0.23732,0.035891,2.082719,2.082719,2,middle,-2,0.287,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem06-cap0p719-n1-a0p25-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem06-cap0p719-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem06-cap0p719-n1-a0p25-+1-r0-none-p0.png,images_balanced/white-stem06-cap0p719-n1-a0p25-+1-r0-none-p0.png,white,"(255, 255, 255)",0.719,6,1,1,low,low,low,low,3,3,1,10,True,1,0.25,0.0,5.0,-4.780784,3,3,2,3.023574,3.023574,0.331153,0.614488,0.054358,0.387503,0.558004,0.054493,1.072484,1.072484,1,middle,-2,0.288,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem07-cap0p719-n1-a0p25-+3-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem07-cap0p719-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem07-cap0p719-n1-a0p25-+3-r0-none-p2.png,images_balanced/white-stem07-cap0p719-n1-a0p25-+3-r0-none-p2.png,white,"(255, 255, 255)",0.719,7,1,2,low,middle,low,middle,3,4,2,11,True,1,0.25,0.0,5.0,5.244219,3,3,1,2.586309,2.586309,0.331153,0.614488,0.054358,0.118517,0.842784,0.038699,3.250786,3.250786,3,middle,0,0.289,22,14,2,8,2,16,False,none,True,2,stripes,True,False
white-stem08-cap0p719-n1-a0p25-+2-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem08-cap0p719-n1-a0p25-+2-r1-top-p1.png,images_balanced/white-stem08-cap0p719-n1-a0p25-+2-r1-top-p1.png,images_balanced/white-stem08-cap0p719-n1-a0p25-+2-r1-top-p1.png,white,"(255, 255, 255)",0.719,8,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,-0.929185,2,2,1,2.452003,2.452003,0.331153,0.614488,0.054358,0.009834,0.983338,0.006829,1.606706,1.606706,2,middle,0,0.291,22,14,2,8,2,16,True,top,True,1,spots,True,False
white-stem09-cap0p719-n1-a0p25-+2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem09-cap0p719-n1-a0p25-+2-r0-none-p0.png,images_balanced/white-stem09-cap0p719-n1-a0p25-+2-r0-none-p0.png,images_balanced/white-stem09-cap0p719-n1-a0p25-+2-r0-none-p0.png,white,"(255, 255, 255)",0.719,9,1,2,low,middle,low,middle,3,5,2,11,True,1,0.25,0.0,5.0,0.286934,2,2,1,2.441831,2.441831,0.331153,0.614488,0.054358,0.006829,0.983338,0.009834,1.903107,1.903107,2,middle,0,0.292,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem10-cap0p719-n1-a0p25-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem10-cap0p719-n1-a0p25-+3-r0-none-p0.png,images_balanced/white-stem10-cap0p719-n1-a0p25-+3-r0-none-p0.png,images_balanced/white-stem10-cap0p719-n1-a0p25-+3-r0-none-p0.png,white,"(255, 255, 255)",0.719,10,1,2,low,middle,low,middle,3,6,2,11,True,1,0.25,0.0,5.0,4.558317,2,2,1,2.316085,2.316085,0.331153,0.614488,0.054358,0.038699,0.842784,0.118517,2.876643,2.876643,3,middle,1,0.293,22,14,2,8,2,16,False,none,False,0,none,False,False
white-stem11-cap0p719-n1-a0p25-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem11-cap0p719-n1-a0p25-+2-r1-top-p0.png,images_balanced/white-stem11-cap0p719-n1-a0p25-+2-r1-top-p0.png,images_balanced/white-stem11-cap0p719-n1-a0p25-+2-r1-top-p0.png,white,"(255, 255, 255)",0.719,11,1,3,low,high,low,high,3,7,3,12,True,1,0.25,0.0,5.0,2.455272,2,2,-2,1.896163,1.896163,0.331153,0.614488,0.054358,0.054493,0.558004,0.387503,2.03594,2.03594,2,middle,0,0.295,22,14,2,8,2,16,True,top,False,0,none,True,False
white-stem12-cap0p719-n1-a0p25-+2-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem12-cap0p719-n1-a0p25-+2-r1-top-p2.png,images_balanced/white-stem12-cap0p719-n1-a0p25-+2-r1-top-p2.png,images_balanced/white-stem12-cap0p719-n1-a0p25-+2-r1-top-p2.png,white,"(255, 255, 255)",0.719,12,1,3,low,high,low,high,3,8,3,12,True,1,0.25,0.0,5.0,4.024969,1,1,-2,1.30011,1.30011,0.331153,0.614488,0.054358,0.035891,0.23732,0.726789,1.981325,1.981325,2,middle,1,0.296,22,14,2,8,2,16,True,top,True,2,stripes,True,False
white-stem13-cap0p719-n1-a0p25-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/white-stem13-cap0p719-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem13-cap0p719-n1-a0p25-+2-r0-none-p1.png,images_balanced/white-stem13-cap0p719-n1-a0p25-+2-r0-none-p1.png,white,"(255, 255, 255)",0.719,13,1,3,low,high,low,high,3,9,3,12,True,1,0.25,0.0,5.0,5.79031,1,1,-2,0.893549,0.893549,0.331153,0.614488,0.054358,0.00944,0.046615,0.943945,2.117739,2.117739,2,middle,1,0.298,22,14,2,8,2,16,False,none,True,1,spots,True,False
